time,condition,replicate,pAKT,pEPOR,pJAK2,pMEK,ppERK,pSTAT5,tAKT,tEPOR,tERK,tJAK2,tMEK,tSTAT5
5,0Uml Epo,4,123.32966221665421,324.1131200291098,354.7538736676104,111.32102424171413,147.91970364796708,12.755623149100446,1015.3910221727394,1135.3611615332472,1053.3284682213596,731.6784734223834,867.2314663568569,980.1870670049066
10,0Uml Epo,4,124.52583782751691,306.514325171461,364.83274767750754,104.62237615445598,141.30640781234348,0.41093284049098777,800.5824757548493,1164.662815202022,909.7525797966996,854.0371192526349,653.1909088042236,970.9586395138326
20,0Uml Epo,4,138.54164771339984,371.9024930540615,329.51294347335715,84.01912494740823,153.8303652859103,39.79466987946009,775.680920120213,1033.9586297026624,961.8906059873584,788.301890626014,898.8974478740602,1183.215625192575
30,0Uml Epo,4,91.11585364399556,274.874663801498,339.251371536628,82.40564078920046,144.47463967865065,7.20061281840829,1044.5372030181838,1338.3020397031205,770.4776287175152,882.9608403619781,808.8480718559508,971.6982816480927
60,0Uml Epo,4,163.8475806293861,293.26214860356856,300.46418104954773,104.12075930810477,140.1114513679125,2.7392918985285424,971.3981719835989,1013.8840101201571,1083.3449351062998,841.9724691699922,933.1887887058393,981.9557308137472
240,0Uml Epo,4,125.7100839403163,277.409217689367,362.83526865765725,112.62032032892203,164.5097910054294,10.18710498230617,803.9658803883002,1061.7747219754026,924.4487463529335,786.0520686558573,942.0419341462999,1047.4704868839474
0,0Uml Epo,5,140.01487870875144,290.5564291185487,337.9653840811413,110.23841794356191,184.6304479289411,17.072511534773664,837.4280408546974,1482.57079730034,808.6769919446085,900.477885419252,776.5604951281305,866.0095610409729
5,0Uml Epo,5,118.33151876950878,269.48262694226963,350.2089027874002,79.13116405355802,141.83434443904005,8.614652486627756,908.5893911660689,1190.8451429290446,1002.4892561160798,765.0602771285834,785.3007472806,932.7721301283174
10,0Uml Epo,5,148.17790325346877,279.55740893209696,342.9980465964756,112.1365319659593,142.8397140215177,0.3825130380639114,970.5354467170531,1182.2349332436534,888.7198537360035,793.345063996969,892.6476121565977,889.7150141520776
20,0Uml Epo,5,135.79676221765985,285.4381593642261,371.0247485135223,91.20825639649243,144.63309405477358,21.335373982931486,907.311285384708,1437.523065997941,1053.3293995517402,954.5815081135239,787.3125618318356,1042.5736303238602
30,0Uml Epo,5,162.73017986239515,217.51167525415462,379.726870090749,90.91731492411189,133.5333829228164,11.17163694237199,1050.859369909943,1139.8290101159084,905.8782487981506,805.1736564824753,757.0640022825099,1110.5728428827651
60,0Uml Epo,5,127.8096201012097,271.3157784884255,317.57719773365346,101.72473254266194,156.00710320048424,0.4692233191071001,823.1195891365419,1243.9824472320195,997.3195311027197,773.5477327618416,859.9342830866085,1002.0232003408576
240,0Uml Epo,5,140.5454176014783,299.1743346163845,366.95587688682247,70.8657221677127,152.0723431676757,0.5636276110826798,1063.6921625978707,1271.418138928695,1054.0691216028117,760.8877540247943,926.213383038822,994.6894477591877
0,0Uml Epo,6,72.24429751525703,152.04373068658504,270.7195461320451,74.12656711070383,96.46307408042017,11.054371761961093,588.0051830724185,679.8261226389949,585.4274998177024,497.3963677324209,544.3351484766946,669.4011305350366
5,0Uml Epo,6,71.86200443778382,179.94427334765615,281.4796352044598,57.24903184283317,96.87016541271589,17.34575156640026,581.7634121529392,846.0811972977109,692.1593893108584,612.3880382454671,584.4546973734698,523.0863793618475
10,0Uml Epo,6,65.2002117228544,184.22791918975685,224.53984210320849,71.53541157111293,100.56658768731079,0.2240579667579092,572.5416942336976,778.4691973641877,599.5404601891037,459.8403184762188,524.9390292412997,690.1314762620943
20,0Uml Epo,6,116.52083003310922,188.90427724366012,259.91345944812423,46.501390962161686,86.98039282026598,23.189832998597776,575.2521666261096,699.5091043168155,550.5044186912824,502.1185464208132,505.4454224404305,552.3899837482845
30,0Uml Epo,6,91.01762524610542,194.48302093203492,296.1542950780936,73.66603230622209,127.55536339148068,1.6014227648055979,664.3526836305225,756.0883803613635,596.5666797731399,555.3510533919384,472.5952513139061,625.407254406638
60,0Uml Epo,6,82.26119177088141,148.69222678988658,253.77468873105724,64.04915065983546,95.37162936190498,0.7122311863148888,560.0985312902675,807.6320711276114,660.1275492187665,613.3550719311705,544.4318615779633,614.9374809341081
240,0Uml Epo,6,99.12388847610814,197.6450367428205,221.67022882745025,57.517143003705264,84.57687009230399,0.8070599200003238,568.5245034732993,846.0655037661463,604.847116942159,579.6839040997389,467.4391546466458,738.8327657799845
0,0Uml Epo,7,7.348841509429941,17.354217125955444,21.67913085822241,5.339944613462658,9.321083348171408,2.4623102151372023,50.02314049514328,61.68399870422846,47.00218619439279,49.14267583818834,43.11380851468153,52.186957022165544
5,0Uml Epo,7,7.521053223338922,16.324916422764026,18.826262306598803,5.1620565284419175,8.717787574619154,2.035111733061225,45.42590649737593,67.1029035768081,47.86739136253599,48.590268713176236,47.33728884759664,53.852874885823894
10,0Uml Epo,7,4.391964646465144,13.066166669749736,15.99369173095873,5.923713486730546,7.8390334530248,0.08100827610478437,48.907195311707774,59.20823947024766,54.21269898467604,47.60571839838949,42.00194891528149,48.630539154105456
20,0Uml Epo,7,6.419377515051889,21.95389523208422,16.121830001566273,6.767027302480397,7.311952409387034,0.8289718733379201,50.36129103021011,65.43851334084977,54.07742061013829,44.57397108975386,42.94151734271367,63.01084806598971
30,0Uml Epo,7,7.938289429941563,14.934433323678574,19.603297997511607,5.114024427257603,8.052680463189112,0.10933065501791207,43.1072084009526,62.04240786836937,51.02547350108154,48.66031841433104,49.53411852513282,55.520058574029044
60,0Uml Epo,7,6.8609438300983,15.477625690792934,20.355707100467566,8.191141353922971,6.958157754055589,0.9243196865387506,43.91098298377861,61.06371724304705,42.85792546925965,43.923063443115964,39.99386994976225,56.47405367121243
240,0Uml Epo,7,7.069809702064934,17.030788318926913,18.54991211889968,5.228777773008308,7.406993114454875,1.0327652801940908,46.27130565437762,58.16196601125984,54.554788223017006,39.54389242413569,48.682831862867765,54.6511126362051
0,0Uml Epo,8,35.057317923703884,89.43389273254449,97.05827614821482,30.903188156058985,42.80132543296809,6.896977293492523,262.2465467482176,295.04393552252026,280.6878343265637,242.11033279475404,249.98929086186487,332.8859549899208
5,0Uml Epo,8,48.96865624958342,96.16547918440831,83.0070452702868,31.031936033200445,45.80243264722788,3.47668191815394,274.2390639060852,361.56818025687477,357.0498930502723,255.26233691301115,256.0407836272355,259.4620551536326
10,0Uml Epo,8,49.5535207784903,62.099054339227635,100.66729116768022,27.228892129516286,45.953986278550516,1.5330549453060638,261.9348671217234,317.5020811058606,261.343904327811,241.8667808937739,289.7177478423116,337.3327500324855
20,0Uml Epo,8,49.59506017464371,98.10586163834375,114.1568479701717,36.65285832650932,45.747069617902255,3.1303613243043333,263.1849231575146,315.152006289171,288.6143657366364,216.4968440752721,219.86352949191763,301.5578543748941
30,0Uml Epo,8,35.118516728152386,82.19846549505992,84.13951242255581,18.62434433515479,51.34577764112302,0.19584419297205696,223.55628485174628,321.85924285322244,242.7116307599085,238.2559995407404,253.0304938678446,276.1518595380032
60,0Uml Epo,8,44.608314161114706,124.83991356338142,128.33990351432212,31.68596800559507,47.70322938288029,1.4141594125524395,262.05917779537447,305.9648372218449,272.53761848097906,264.4434188735748,258.8212468472632,268.00833042802054
240,0Uml Epo,8,31.67416508876735,75.98024717027634,108.37798507833097,16.703312210124757,41.12068302936396,3.31758050969636,269.2085177420137,357.85415534288416,274.6475471513872,269.2509512586028,230.95514863586547,331.6478916971311
0,0Uml Epo,9,36.77482471601302,102.60571501975525,113.65799755854658,27.466538287138942,48.32155347221323,1.7673047590756177,280.44958728468595,396.3040421466226,314.48360280551105,287.3098960949297,310.51081677674546,333.919460755762
5,0Uml Epo,9,30.40406884803046,91.29910133084455,127.42608898370156,30.914793360183033,54.34683580453499,0.047525810113805564,252.74481693406966,363.74952740926295,375.0886317304619,260.7432640011899,262.3346240547285,298.55189176195137
10,0Uml Epo,9,38.78452982858041,113.73891257199537,101.72891689889033,32.17074125819024,51.53674553444908,2.561642609094062,326.17023611386406,432.02474701497334,325.14676494466795,316.7945296466093,277.5654753921422,353.6465630792953
20,0Uml Epo,9,46.24242573302426,100.74170554048837,119.1712726925892,27.823233839699565,51.27850039504848,3.4987765430756617,276.69164926985815,514.179552616055,275.7515087529694,291.8097174428483,244.0199083485328,373.174006067649
30,0Uml Epo,9,62.60477761536756,94.35476693080464,115.04544532511972,41.7511058700873,43.80731480227462,12.58042172311231,270.7704200752089,400.9821509880979,315.1606362237348,295.8741099797883,248.3595583433034,336.13183032962786
60,0Uml Epo,9,41.39144755952088,84.97284441370714,125.82149114566656,26.121295162318592,55.00469846535959,1.9995839094730323,287.8245665948499,335.421790230148,276.0929142284073,297.028680109405,282.8557923521026,326.0110490041092
240,0Uml Epo,9,42.03277355078291,96.433559862633075,113.43770248789481,33.86630631565569,49.778299007195365,8.894264298453434,308.88388936667474,353.8196895106792,327.2345116437555,244.56500070025777,237.00900051585197,256.394489370487
0,0Uml Epo,10,76.37666072998556,207.4489218643232,297.55359113756384,81.2006447587813,110.6879490756846,14.822675604403276,659.2215096851837,829.2654856384565,741.0251861962438,596.659245998252,614.5808159556609,670.0784865878845
5,0Uml Epo,10,97.18134776531787,216.026582165935,323.66451557862774,87.32170064311858,108.78890415304366,0.05022275922317092,657.4205541455012,963.5985161357565,626.54622691852,806.2146189954317,650.8873212452037,733.7751526322614
10,0Uml Epo,10,102.00261696231772,303.7508616276898,307.16216393572444,74.34512956800039,99.49546180528682,17.059381365149576,646.2691027699958,917.1044372152985,850.3276877651471,465.0944852562885,682.2608076371839,760.3230780956966
20,0Uml Epo,10,95.58414114012194,239.65961483363688,263.5383037753615,89.93969953895078,132.4715876849847,1.8652321333629789,667.7494402190384,905.9786127037712,770.3822647074422,728.076291399902,669.3620111308793,743.9220594622556
30,0Uml Epo,10,98.02564993712575,239.8100210675953,230.91773855943214,104.40903031083242,121.6124051969168,28.89085998623464,756.8295864610523,824.8753571625998,779.7330914433225,696.8442067630685,611.7541645099477,695.7652010180456
60,0Uml Epo,10,114.376333201417,282.1702128500659,254.27844036971766,79.50467036192846,105.44467756318195,13.692683650846519,691.1766458199944,1116.6696612547892,796.5497016639514,553.3549173841966,711.2158107837546,764.1913671012674
240,0Uml Epo,10,148.59640339196847,226.03358972155706,258.78648733188265,44.03335856897633,123.62546021662521,0.2066519319524202,690.7278742427098,895.6683638923178,688.7431968965486,628.7233247473832,769.5294220645117,889.9605749988267
0,0Uml Epo,11,109.6302655343365,217.74925409494378,274.14087515107593,74.39810431476855,137.63538208307224,3.8064888675762933,793.8319943547639,968.7047559989244,969.3523756327811,709.8881576145619,721.9995428176142,818.950996771484
5,0Uml Epo,11,116.16162762472317,241.3951097609034,390.98212777761404,81.69971318527143,127.34477757799792,8.80511417636471,743.3372709112595,1087.768055744571,755.3321608459764,545.3719890245683,716.5971387385024,955.9670769245321
10,0Uml Epo,11,108.33626051672113,259.2170208594977,367.89829753741367,85.35444995129455,110.0146494133153,1.8006145289358737,626.4748294223189,753.4284936870413,896.083537959725,537.4545010592224,683.1220500694366,917.791296445449
20,0Uml Epo,11,92.98971945202588,230.7052429680187,305.0050243772931,85.26329240888676,113.46982483197475,2.026386579975937,783.3386417817981,950.6809232510755,591.270677587855,788.733789414758,769.2385569234879,863.5781955220624
30,0Uml Epo,11,110.98840315281056,292.1879541082311,292.1328129241431,56.90866133525427,133.04719090137434,19.959639170130618,750.5457179401602,910.8264364916944,962.2017511685586,664.2954369798482,550.6286585068028,849.3761390806973
60,0Uml Epo,11,98.52366764838129,178.78839320421534,326.2455935936355,58.442752446068695,140.41724112433263,11.651163486923187,692.5948324873194,1009.8622962008908,782.96084089799,707.5383804927179,789.9506912899947,711.1015103586324
240,0Uml Epo,11,112.55263708359846,187.35565192220935,278.08503003293595,60.301407784194296,105.35907060777764,8.42550416240111,759.7079299761097,1012.2247803980952,727.503241318993,899.2624442801498,688.7352953420143,616.2725599714473
0,0Uml Epo,12,76.37810346260466,197.80097227722067,234.87771923071364,59.673393724721095,87.13976085704245,2.243112369203948,581.1632273149405,833.6148935950332,519.8337874854737,551.7074518219841,524.6335627123605,653.4010852817675
5,0Uml Epo,12,93.88179802572982,220.83495262941193,272.0245686533164,55.58326924127636,106.42997838376078,4.925403635735654,575.730938710764,780.354730177385,741.1904254645108,548.8234749051159,523.1410243075569,700.2259695895049
10,0Uml Epo,12,83.69427249024139,234.90750403951324,233.80982985825247,67.71310412937389,82.72546156394512,10.319659345074582,556.2949862132525,786.0454848985984,637.3138328740919,530.3744378379806,602.5792172915837,685.7114938804824
20,0Uml Epo,12,68.72620939014315,165.84921747606785,257.9404583617342,60.22082520357662,96.85064154634792,15.620001414190398,542.6815215630252,995.4635164370031,543.5247779099649,547.8064896797798,590.257096480782,646.0743555588175
30,0Uml Epo,12,86.03515977706164,183.53805514180806,217.06274406306488,53.712844212815604,81.02541145933277,29.817371503361045,632.5206035248419,676.8417245830486,599.6973903948634,529.5944961653344,550.6834101363805,548.0523953251246
60,0Uml Epo,12,81.99387737985396,207.1579243289782,225.52848939322863,65.48605048683024,47.6283404586728,25.156133455687172,751.9880494389087,694.9639965005423,655.603399672679,616.4478852167537,561.4331259445449,629.1241673992862
240,0Uml Epo,12,58.59661112930128,205.1292614190986,205.064453614932,36.157890848991,99.7844352828877,0.7925897341656766,605.1379898658666,670.0505633162817,665.2257495364684,513.9451174716692,607.3864313713756,567.460761314357
0,0Uml Epo,13,30.976284696575675,82.01810241277627,118.77492780874842,26.838574436699812,51.92661611904637,0.5622064315882769,236.23975506305587,353.2755490312046,269.52889634204394,221.02557626479006,224.3762744954722,281.85975595689155
5,0Uml Epo,13,38.06437295859909,89.78115815866455,94.13750996109769,15.762736166331962,38.938940946349675,2.0565516837375144,227.27924137634758,312.63449034885184,293.0704999554024,248.4676203466196,237.9308977547093,262.90860186816417
10,0Uml Epo,13,26.896507322063286,76.57849216608238,109.29862621073869,26.62789838748835,50.094695242017096,1.4516704383644001,242.72574316112699,326.81375441619485,241.31964861680515,225.8046916632646,213.98150322095583,247.40252807184132
20,0Uml Epo,13,41.11551340083912,88.32478463071911,84.44468492806713,28.7873216814577,57.18387745255958,2.0744722448694097,256.27634711747123,359.19532792754836,258.38304734656464,200.4228070712948,288.95432321179686,262.32118816105316
30,0Uml Epo,13,32.08352398958922,78.50614943962933,86.97636913619115,29.63576945922073,23.325434353030253,2.3666782910933417,220.408149612419,367.7714722455466,279.22124223369013,226.62473214733063,255.67256476152895,298.4012753446734
60,0Uml Epo,13,30.453008449153455,58.13354268537398,115.44287727381554,27.334497973816614,38.90566244257934,9.661767221774541,316.69306820428153,312.54959821842317,286.5082688467398,246.50196991019425,266.9087506369952,313.50895829957574
240,0Uml Epo,13,35.88668111556139,65.25859663271807,114.90144465202044,35.16701690457478,35.286258588774466,0.1152313276689133,254.50885132470688,328.02325354297864,307.2101115366702,234.22761976064155,250.3842148215045,287.86835222010274
0,1Uml Epo,1,107.48615128660177,198.20668705498483,191.26926733959667,42.635894680685325,130.07985197495177,1.6668181461982245,508.7791703363309,813.4044891154318,721.668873407677,551.3676141219945,667.5465186670043,950.3176982935689
5,1Uml Epo,1,365.49594602942454,470.344109340948,467.0911978319066,236.5768858132246,271.79428809529173,192.21331584239238,594.5109635005432,848.6533367190808,638.825752304345,547.095691235818,549.6589905566111,622.2006736225139
10,1Uml Epo,1,484.35124076409585,539.214583389316,636.5714615869923,463.17285304636033,540.6195448871927,476.1692679926583,658.9534609360363,863.2982033073793,701.7575705828147,595.5424806375789,611.7395536764602,659.026142830998
20,1Uml Epo,1,492.212786030348,523.2577945719609,472.64723462466884,587.844137695833,940.114132191422,677.176219916165,669.2040112886716,613.8638061439789,688.5859515140914,597.0835753379241,524.4279855914077,773.1959574309377
30,1Uml Epo,1,534.6778471660949,526.7742298140354,520.5399214378311,487.24628876021376,919.5699573885474,824.1402429366335,485.4207935384904,737.0524010922086,615.6306369468442,532.487617270402,428.3043670936261,660.4661878147954
60,1Uml Epo,1,393.3015837366104,422.7054437547089,451.9474859361167,321.78378421605,746.8122085039696,879.3493610147109,614.5286346271909,529.8165532313209,700.486523443968,530.8003213927215,368.71457780160205,653.7406882090092
240,1Uml Epo,1,184.54263418889408,241.37314161588685,305.4205169917877,153.38961750047014,343.89358767670194,521.0920843795292,535.0245389721964,387.994934673124,615.0820632776446,669.201445965323,651.3440396362615,660.5327517918129
0,1Uml Epo,2,61.00827660548884,169.03218356703186,190.22383485788598,64.92725196281035,72.61358480440298,9.881404647936927,439.65281061740325,645.7407893962935,457.1645027588568,354.6945567400532,346.28231810079825,520.8469165034123
5,1Uml Epo,2,320.28944674048904,359.07618311244585,313.455174681555,142.97400044970095,208.54799645232973,156.06777161623688,444.10378328367193,584.7525602014863,479.1649353251164,463.029775188082,455.24644835851,648.4283983062442
10,1Uml Epo,2,328.9391047863673,383.3901036251137,400.02804094958265,349.8802865373589,542.9131060004839,401.27096343327673,459.5582392025272,566.2295752909705,563.1106963348915,404.68988327973835,437.3900076203139,429.8282174242338
20,1Uml Epo,2,306.23554563989933,393.84440694743074,417.4262943424861,376.97562151327224,778.5010471714836,564.0810984353445,470.27132763533996,528.8000759285609,485.4486499358243,348.7340519158331,452.1888101798106,492.8229412251677
30,1Uml Epo,2,333.9308087816728,412.762605803582,397.45439053704354,328.7676457613803,685.278168624054,647.742089848706,406.0684368100345,613.8169110493624,553.6033612740973,395.7174216419475,402.20197135054406,483.2511669338724
60,1Uml Epo,2,270.5653984526382,327.41280121209024,355.79838875551974,265.29331354543586,564.2988459518664,499.99953231767375,412.51907601217755,489.2170926239093,517.6122602543275,552.1157455802825,375.515970788802,639.8537557471482
240,1Uml Epo,2,107.3749530455309,191.23815158608193,211.97592435789446,105.7756190167023,213.528599418921,352.27783531537114,446.31806645539365,278.73969931613743,369.98358064973445,402.7854407687022,444.4294350652203,461.8567256766967
0,1Uml Epo,3,5.621112785804101,12.900232624551197,18.26943047205144,4.675145114428397,7.3560467408553425,1.9084212564888958,41.5968229749007,55.67202926824454,39.466583651724314,44.84307523385375,42.09512450034518,51.84421991790829
5,1Uml Epo,3,27.748330102654908,29.12494009952087,34.612726016508326,15.234563922582328,14.9631647206478,15.53120455608723,49.840185495490545,59.105786969245116,48.63674252110009,32.67148903371739,39.2504742976384,44.3688203749335
10,1Uml Epo,3,30.462617300426306,34.17990095521515,34.12518226997232,35.10840133694465,50.94833178530375,24.993198272242697,36.283116452848944,55.53175419817117,39.06971251515107,43.02794104094184,37.95784070977035,42.97738292843214
20,1Uml Epo,3,38.540746804131864,34.52567548255882,32.15050184351813,43.867640906952765,62.52975431038236,50.3704220858931,38.18160827996209,51.887429680442786,44.814921807208265,40.13662295394236,48.795765347278945,53.81426335100218
30,1Uml Epo,3,40.050121565998204,35.24110152399707,28.937249181718617,36.82589153230649,53.029124195449135,51.512399926113424,40.51377280824472,56.42374058656839,46.988536062503314,42.048900339437346,35.186202211232896,52.423009378802064
60,1Uml Epo,3,20.139837258264098,27.37527168375853,29.484978964785913,25.42154808427966,58.692129194295276,53.66399676557039,45.33754078864258,40.850429946572085,59.07869758080233,36.333404327232564,42.11196132224428,54.387027726993935
240,1Uml Epo,3,10.09006013720826,19.555215295327837,19.255174777759027,8.584297564205594,29.782560023462636,33.15291409845679,47.12187404676806,30.65556234010222,40.4623810510686,49.36942359554943,42.45102267335636,42.21825491618437
0,1Uml Epo,4,82.63908122972741,190.66591268405824,238.26800872840624,47.89930897299159,177.5767002193959,8.631066179065886,553.1883702166219,749.0393818007863,643.385226600603,628.398508712411,615.2148833785363,677.3185754551259
5,1Uml Epo,4,349.78742947897285,421.69880024576827,447.6348807918494,204.08617626079197,208.9540029146657,195.84709642060932,618.2031100917625,740.1367147099589,657.4398300014903,611.916084871347,602.5983282607477,693.9194586457503
10,1Uml Epo,4,496.5757253129593,448.8373988349347,518.085712260061,505.2079349652971,527.6482773537124,528.7141674293603,558.7473740809285,739.050450656396,533.8790635582299,621.558790586569,543.7071366139135,750.7207581817011
20,1Uml Epo,4,517.6436474784338,477.57124974620007,509.6357773263336,605.3024569753161,979.1566909974654,781.4518903427179,525.1211034865468,768.3746385066758,634.9381184460127,594.3405548076503,640.9895085676972,657.6150920044619
30,1Uml Epo,4,440.52648546396546,477.2241340728106,415.9863714722593,539.7248126039899,788.157130572664,731.1664047431207,516.5126376810291,591.9834689048299,671.2761747722282,495.9321807711595,521.8352592971615,519.9074779845597
60,1Uml Epo,4,326.6374988137723,411.650633516168,482.80768185969083,357.9515585023185,603.9216543787575,746.6699932559058,623.7490533876194,595.014787259891,583.8605385768451,534.9863441292473,556.7898557602975,619.6905274892096
240,1Uml Epo,4,157.52702372923937,245.4594784366595,241.3935340306736,139.10147095546898,321.7892229423472,420.44553218532513,606.345433973248,368.8940214678232,677.3833740903677,653.7205459786007,541.7378754059563,540.851842406123
0,1Uml Epo,5,12.606498315876113,34.50427620158316,37.15869570442844,9.80376178425064,20.72046147282284,0.9386381563428057,100.30040449095023,132.51090576288786,109.1022487229169,94.22772951218892,109.02633868310171,109.97516364955482
5,1Uml Epo,5,56.004287316248444,75.35595962366989,64.99397596882504,43.59087660137872,54.16632325763554,34.97382074287925,79.40211214730743,130.09844301877968,92.60067768034406,70.99038939983532,90.02405785982423,126.14833239540484
10,1Uml Epo,5,95.74475046106906,82.22001683605986,79.40995676824446,73.04407230235827,118.64386474508541,83.89725137812572,96.32121833924352,124.26653389877838,118.34686064911061,94.78546520512805,122.39304746392989,118.27139791739049
20,1Uml Epo,5,82.32317999369808,78.55569123816977,86.32593670468717,99.63508524623141,151.9315106207276,130.14699011157407,94.25788503875991,122.83490107562402,102.38577905219007,103.27713767971764,90.0403246745697,127.94335969466637
30,1Uml Epo,5,78.1326038017285,73.37191618862718,80.43323610124239,71.91252550569587,113.94106677051154,123.5939764497955,82.37701461200356,144.44300563855276,129.80449848710776,95.31180113169569,96.15155614914207,107.00005339994475
60,1Uml Epo,5,47.68111910421657,79.09076442776193,85.99516290850937,53.26620420821402,137.3937886696171,98.46655226321307,108.72193474424341,101.6004256743319,101.42366640687833,104.7423596979318,87.03843550799688,132.28165970866522
240,1Uml Epo,5,26.00891322528326,42.40338009628208,43.525803372003644,25.18446262607454,47.634014294295895,82.89232061310777,110.88969339536672,72.99601900427618,88.08760450959348,91.37847731584114,102.31984939039067,123.83209248943625
0,1Uml Epo,6,24.84928300571962,48.853540404537185,74.1239741289776,17.950943835263114,40.001874644397766,0.27785972345948534,159.834126754499,222.60064247508487,178.26585792872254,148.9892927534559,179.2735161181711,194.5940923693016
5,1Uml Epo,6,118.07607177751096,94.54006494782016,101.52315861745535,65.49209392921695,75.26563388063924,54.113722259940154,195.09612969765524,258.103332800595,206.7168810639417,158.55517414899188,169.83359387624222,198.14537101288707
